tier,puuid
MASTER,G7-Z78CmjioH772ZqDzEs0xxagHczCacfnkY46QqwaelE1dOX-3POx22wk_wL0-SNQjGcon3C5VaaA
MASTER,zz8A3JPJkEgpzidTW5614gENe-xqyAXAer1s3XGsp-7Z94Zr8TmoH6JbiZ2AieZbiVjr-lrMWGOWnw
MASTER,nCFs7yPv_pxngNrgYaPfyPblqVeBfw2nb5hcF2cR44EXCIZcNxw60XE60na5cE_jLXIzbBr2wCmZ7A
MASTER,TAdqK16eoQp4ce7CeTVEf7ULVWQzCPVcg-Z7e5zGkl8Ai3vVJU6WlCeudlSJ8h8kwwhzFHafGIJZvw
MASTER,lzIcbIqQc_eVGBxXlM1idZiQFQ_-F3lX4BjCwI7KysbKfm-W9hVzCEa86tbF_wTT4aK2Yya4-FJfpg
MASTER,GI2oCK2oidUy9CKpmYrUux8k6juMr5z9u2DJxfPybguo4k11CM2XTr63Kb2YLFeV2yaoEzWHjhZrlw
MASTER,AfTBRYM2qgUhHlFJKM37SjgBdviiS1pbV87kgnzjl2nL0BnZQC1bWjIIshffSShszLFgUFSujGlNcg
MASTER,Zy37-FOCi-cxRS1_HppSEEbZSwJqVk707OWsvphyNNIXRFFp-dKZjfMTcdq1oVp_nfrDwb-3hOhJ3A
MASTER,VwQPlPbxzn7A8W394mPVP8bOGUZunr26sKnkUfa_FY--emweihD3ABwr0D8_aIPwIOQQEEOM27YNkg
MASTER,6mAv72zhaCngyPLRMMM9jzOtn8HX32RkqQYqEDylOTLb98HE9Um184nIo7lRPecdVaBwfbSEWvXg4Q
MASTER,B-a7Ji0aqBW-joqN6FdeW_IF1J3hcJZTftf-BYpGLJU49ppS2kaXjzmCZCGbY2D0v6SJzviM0vx3wQ
MASTER,Hu3z7wAX4qGq-fREC-TursGAbOVcs7wTi1IhekSD9u7MjroFzNJoCMBpjojKNWChFmkNNkJ6HOmGSg
MASTER,fAIlNqYp0DHSetT3_RwzzfM4vsku4OLEk83uWkLcPSdovg8BoviwV0n5bS8AJBjxJTGQroyjoaOnSQ
MASTER,qx4rZRUEzBTp_AyP1K-I6vp5AzwflKqb0WChfjOJt4DPzhAL18OPsK8dpEaytm_qTWx7m7y-SOVatQ
MASTER,0I7Y2PYEBVn4rwLE5ZcAMZAL9npfipTp4I-rnLbPeT22dtH5NGJzHBep4fh4NRANwQwX_WJIeewwnw
MASTER,LVO-v7s8HQ2LZGR8IlwKNgSWk3XX9BAKKDtnW1pm_M8J7s20L9W4NPmGKXmeIyg4vt9_OmioCDZ9Gw
MASTER,eD8xr5q-MKADtHwiwfNxADWrOrCLzWzTDcNzeJWFh4U5_pVcdQ2eCk8IoZ3xz2vQLk8-Ab2481PqWQ
MASTER,3mdZrIcyrvuus4UCf9mBC3_AXbPj2Pz_6sn78RuffuKeUlm0FAPEiNEcvTlClxC04NYB4vCtnmKu0A
MASTER,T_lxUXvKFFG8AkQXa55rHLXM1nB_Q3K_x8re1FtsUR-H10RcHC_tvdLfQyeei_t-wH2oZvhoFCzwyw
MASTER,QwzBa0hJ-25nULg9Bi94hTynJF_XzBSmrJFES4vVa7ypti1X8-PAu-UjGX4NYvMBqlOr4eOFQ_y_pg
MASTER,REt7_gZ8mYYKnHGFJURsqmD0SCJDqxy9anEIYqPwu4dcdLUdvLewX79ND1SbhzKzXusQule_pzksQQ
MASTER,_b3ifV6QL-N3xefk_fg4BTIZNPTuEmybWOwmyi4PQhdrSiM20Rt6uaeWj9G4e_iS3rACVsiZfQaxoA
MASTER,Dg03AkZQueMN19li8EOhWUsWdbEGOcXnmdxAy75rU_Sx-1rk5aIu6Rjs5amp46N7kjcOIXhf-qkxTw
MASTER,BrmgjKIX1BMKBx9NWeGCF2TX3TVSoPfFV7ZnKKjOGEzqQxf_W-IPNvaAxSerSsfsSfPlnPJv-Bm_gQ
MASTER,XbIXWxKIGhrlLvZJ9xM7-4GcZ_9J466OBBSUrjsDEj2mGoEabMysfP_zf4l_2m4RTPqkWcrTHrJrnw
MASTER,Eo1QoG-Pth1ZtC_dXq3Ql2738S_hIEaDz3MhgPw3-0rlfBU1lPjzT97kaqZ6eVm64p5jpKsBUq0oPg
MASTER,9wgwp50yiMx_QXjr9L1BBB9JYBQ1HieKYbT8jSrekzPzg85g4hfR8-gLc8wSsI81JZM2gOWVnHjlIg
MASTER,ZKoN30eqliD3QuteYf2tAWWZ3aEwxByP7OAhCqTi-us3keq3N0xNc7RbS0V5HLwuUoUQLH35FLr3dw
MASTER,wS2LD7jfLw57Upg6d_OTJD4w2FmbmOtgrDmlaTjUL4mNEoNEyx6MclBdeypFv5rS5oK45QM0Yj83Kw
MASTER,MRkyntITD1EvFCgrappIE0AEx-XLp9uf9CXEPFLyGdz9izsToOm1Yd_JoE3t7uNrSPK2X686437wHA
MASTER,8JLRz0imLU-aTWJfjDPQDTZomCZXZRKtUlg4Xsw2QVn7nb38go2my9cwnBU04siX-h7qK8_fEow6QA
MASTER,SCdbFWKWqFYKEDYKHalA-QFUX2wT-KnNNlk-YAsu62XqZGGHsSoD7txgaU8i7BcJtw4SsQ-fOQqjDQ
MASTER,-0huJ72iU2gMhtoJK95IvX6N5WJEaQja9KgoES5oz0UgzubpwLPCSQ4YfVlwBKBNijIS3o5_tUqWFA
MASTER,6HdL7b2zTgAozELusE5x9U4JmUz2Vjjun0-uX9tZ7tLqvc59_Ufx4FO7FsNNFEvHHT7hR_cNWdf_eA
MASTER,RPnkbTw_pIq32IcdZdFBeZ2A6GNWOFvIvQisewOmtOuJUlvRKNmXFx_5byD9QBUB-tEY9LL9ea5YgQ
MASTER,Uy13tPuz9XNxKOj2EwLzEZJyOgulf2Q0N531oRUS5wB-rZCLG24qUYm-b47EtQlKq-l6FfnBQ9Gw9Q
MASTER,vJCCLsurbKKNDg4jPLS9O3O1XmKa1iL6H41fZT6lUmTFMq9Lmq02NI_NjaXya_pDe7oO6QcUyJIAEA
MASTER,EIsgHwsF4DUz8EvrEuR3WPcDFasAKJNflMhTrK3Df1p3bh3zuxxBV8GA1dToGzfSyvYdefnPXTXtPQ
MASTER,1ADWCis4dapFsFzX89wzYB94791uZXsd5j-f6w-2CW1QHEDNwYskffnscENGr9w-yjW4NIj_xPYfzw
MASTER,fpBhjKPNTh85Mhbe5SdtzQIM2YT7qlHDw7GmIXb8VhoJypIljprMNrsPF-DLw4b3qtJV6k6pi-Oafg
