tier,puuid
GRANDMASTER,OosI76RSzvVKBcgvOGyvzKJSrfGcGFhaL8dU0jANjULODOfr-kKGM7L_T6sdLcwH7K8niB7K6fpnAA
GRANDMASTER,xzQ70H4_ybJ_cCWJcTYG5H-vC4m5ZL0vKzSI_roQ289AEDVe5sOS_ECay2PFQR-Fz46JSqf2oTzrYg
GRANDMASTER,hYlERqaZfohWR5nX4f7-jDRmYHy_DCJlosu2KIfoUxNrBzpMU_DLb27--QBhDhK91kIfzDUShbf3qA
GRANDMASTER,NrLZMwrR8K4pOZQvdtz7zOEZxlbtv0VczElUWcDNC3b5hkDdVejTY_RL-6TZTZ8z_97LRLgQs4MpOw
GRANDMASTER,hWvrcZ6WRBV3nWCGIXMbUn2-n7V4A0NFf-HLNgE0-1ZIZROiujmxfcuCPdIV3o9kJ1rC-RoLvhGbHg
GRANDMASTER,oIdqnOE2PbbJUooSWJ4ItI528qnEVuoeeoSB_eP1fwuW3kG-vfo34HUXC1my6GGU6H0A9lkrXEUotg
GRANDMASTER,7LFmxnGVSmqUW9-4YzYW03GcMPXb9BhBVVjNeUZ5Pm7cp-NHSpCGxYFftDN6J92SMpFbtNZFg3qQEw
GRANDMASTER,TCjkGhAboLfB3c-mvsyNro3sjdKFWJjhDDUlB9JiHYlYKDlFswBD5efdMLZ_hGune0IJajM0tNxImA
GRANDMASTER,zmyBhuE2mcbfLieKSWkLVQTUu18fMZ-4XofjYyBmu8nBejdoP02B5L3CXdNB0_IvrqHX4PWUTmbhMA
GRANDMASTER,XqFnzs_fTB4PRA8XQoE6FcOAu-LEQmhHqiAn588KkqZKvLySEQztm9feapyi4ZrgMprQygiYBNoIOQ
GRANDMASTER,waK-NoDuVMb0r0AnTZjh7bdUJ3kDYIsFr5WDM3NjF7jCwNTjEE4iGwD9KZrgNtThfSbYUb-9EPSxcg
GRANDMASTER,-Oz4k45XSmK-S-nW7oBDLwdKLdEKwjHhzovyZIkA0z3an3SFOZiT1PlXPpovk-ckaxwf9FIV4fVarA
GRANDMASTER,9qIzfstVnLEJyvePVxhknR0P4-PDLX_atDxqliZWfRLkANMfIukTxNHWfStMjsY5lqYIk5Vbu2h85w
GRANDMASTER,hAVnnirazkvNqIs50Iao5qTko2_-4azg68pXYHWKYd3yMYWuv-NpcL32qhqpDqjr7R45X5gWugge6g
GRANDMASTER,DsiJLeHgXTUk32PKL2uuJ66M1FvaW71EGowSg6rP8cEGNUKWUYAU_vI3Vam7O7KPwanYc5OYhCNhDA
GRANDMASTER,wKqBtHkFbaswZqxBkRnro2TXkMjYKkzo1DNhMIhShzMyzJzwH34FgI4j4F3KZenkV3ScKQkh05j3aA
GRANDMASTER,UhDBkaT-gjHopoDND6JF-VTK9bDbCm44ZSP3fjSO9tmL-hhIzV7HwMGJIG4yn1u6bws0ffCytsPrgQ
GRANDMASTER,hMdc97AJuJnM8aF30Po0aV9zbbq3ZapQcwHrpGaPXM83IBt-kWfqHSrQx5B24BJpN4t1X0nq5M25wA
GRANDMASTER,aswiaFRaiVGeWzob7DvnBtv5spBYkg080qLpeeQByr58gpmkm8TkHlvn9QUG4fU9-au0ZsKDSF67Fw
GRANDMASTER,40lWFceyN_qHcqk1eOLRKVu7SB2jsuRELqY5qNv9NneF62Iez6FqFqWPVcz6LgMeYZ0v-Lan7kmleg
GRANDMASTER,kbed1jbOYNZwpT7RTBe3QDpKzNlTbJcai61akoF9VZJ0vOJ-XDvaMg-5fQPy3UWMttCfMYKSZhccZQ
GRANDMASTER,1iaZrdkCzZbR8Jma4p3kjVkDykcXNqMYQLwvr0WXCh3WYgRUplXaslPeMxIO9yDh_n74YmYmQeTO5g
GRANDMASTER,PFg6oacRspLkGD0gcdJh0kw0eHK_y0A7D9yZKeX7nu3MIyn9Bsjqily-3Uqog7_zdpTPEv5KMo39Gw
GRANDMASTER,I5fBauvPGdZXYx3yG3h0xOYU5kFENDaodCjAF20DaU5OorFLZEbhb8sYWAJ53XjyGWtnATtAF3a8SQ
GRANDMASTER,onBXDLxqY4Lk1I5OFBQ6JbIfIXCFRv_4T49yMn8_bB1A0Kii-gEXY7JMaP2BTziQPzPddiXVhu-Lxw
GRANDMASTER,MbekUXcQc4nyOlYpiL86geL0Z33U12L-wGnKlYFc4DN5a-y8zgWkMaVzv9odNEvmYhlmrmxORLvzcA
GRANDMASTER,UolhAM4d1Me4R7_Y-JMgcUmsIcA_nzCGc8UN3M-5h4K1dT6OIv9pUU0mg_7zOrwL6nnhc_fseeIdag
GRANDMASTER,pQ9lJRy6JmklvgYtmTwPA3fNE78qljUuhYaDsGytHamw29-4Wq_AnydGhPUXdmPj4g3FSXi2KvhmEQ
GRANDMASTER,dGLyfPOUdLc5fS51tZ7W5VYVrSFbZcFK3q4OQfn_78vvgnK89yVHsj537CpizFOrf8uiOFO17rKe9w
GRANDMASTER,ldAKS7RgTYHOSTrJGHuoeGGutRgffwyk3tYHe0FbteyPK6QA8z5NgahEY50vHBABVlHMCavISSf6cA
GRANDMASTER,1elZ8M23Co07NPTCv8dDqT7lfQh01pn6zAbYAdJARulMqIauCYTcsZk6c5-mNLYX1cJoY-_bUJdN2g
GRANDMASTER,TC6fZIzB4YImFn8UXc2_6aClREIKAp7SgiHg6n1rhjndOsNg1LnY7PH_MQTdzvWS0OnaxBV8O8ddig
GRANDMASTER,NwHzjGV-Jk9CICWzMy6DnsJZLhe-EL1FAAHhfOcQ5bquwUk_IBEKkFG1zZYkCTF9Axn36kXmZJ3vVQ
GRANDMASTER,xgjjEqznKckBDmJhe6ijB1in6buXZxi6P2dJ4HnvcWe7ux6MtkfC5yYQmU5ESXfnorO-LYapdf3aJA
GRANDMASTER,HpFHUXD88j0T31_AeBSvsqdbO8q_fSoAuqCA8ZQDtQtE8ZVQ6jUWVfa8ycpr5i3e9PqiVu7giX-nug
GRANDMASTER,O6CD27aw1-8lR5b_NdenF01y8Tkoptca1EDdUQgwEpPmb14XqqdDavjy4oNDIav2Xrs4vqgH8JvGUg
GRANDMASTER,iV3bxjDDZmOsRzUBgPFW1z3A-6q4gGpvXzn9aZ39BLEoBiWMGIyhL2dlZRpW7ZslphwiBAQv0-XJ9Q
GRANDMASTER,qeoAJzis-QhuF_2FVxI4DdQGL0Vsof2Uv_rXQ3ZzMseSozRfTjIFANMTFNhhiU5vQBiWiZLuq_5YIA
GRANDMASTER,dGRC_a-LSz3eDvYCxe2Ys-4OXMDNWMyN-ORLmKL8m1_CPReqbYr9xItD3ve0-l89hiSbTjUS_jkuOw
GRANDMASTER,zwdYkeu6pHFGEiF3tWYnCWQZ7fc2SKL1C5QnBAHgqiBJTKUraDmV6Ch3kkSyplraXdvH4agOZ7saCw
GRANDMASTER,UPhixZlT1tR8JBqOf4LQlEKxXUe-H3MCWLUAwfgvb5zeCQNh16eI5QEeAuVLwWb_lNsh8bn6e_J4Lg
GRANDMASTER,vNRBa1dpIkO_J8Y_cEEVLo-iBX0Go7l8O3Z0OmnNSWHdSTGeyky4LtgN9QcH89TcZbNqmBJbtBF0Dg
GRANDMASTER,Y3BP5pO7B6nA4AtyqTrCrsQZZh7rsRHyED3sbHp9o6IYn9keXPmjcKY7kGoH2_qRSJiAdj7K50R8qw
GRANDMASTER,tri5zAk9kcc5pEtduPM8K9lx1y82VatSPkAEPY_m8WwixV92flHEV_ObMu8ZBk_d5Lv_LtbTqSnkOg
GRANDMASTER,2rwwZb5oBhe9EyuYuin1kGJZHvVZvrQa-kCb9H81H9TkyvwXfB7HNFmPyqUItWScieO22YeCiC52nA
GRANDMASTER,4raxNV8wPfn2kgmS1GV7anrIkEGOxVTtFFJQQKeWYiE2UuNWwYSkh574-DkJtaC5Gh4SRmbiUlU07A
GRANDMASTER,21EaN-HvFkXu8gdw-SA_hoEc5FiGkD-0FqQJiAAMEOTKh7SaoTyhjELlblUFCtGEwV2SgpyQDiytJw
