match_id,gameDuration,gameVersion,puuid,summonerName,championName,teamId,win,kills,deaths,assists,goldEarned,totalDamageDealtToChampions,visionScore,totalMinionsKilled,champLevel,role
NA1_5314481303,2366,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Riven,200,False,17,5,8,19767,35786,31,281,18,MIDDLE
NA1_5314481303,2366,15.13.692.4165,h05ExrOSORKyeROswg6Q1_tpioENBOpxJ6mL-2un4kI7OG2nhXnjfVwQcKxETQslqZX4cvrtWfo0Fw,,Jinx,200,False,5,8,7,15506,26940,16,286,17,BOTTOM
NA1_5314481303,2366,15.13.692.4165,tCzc5B95XVMT61E07gDjCixJjqtaVTiwbm7mbYwmhuhV8Verts7tudq1Foh2-_giZCHcAfuqWAIbeA,,Senna,200,False,0,10,21,10439,8916,68,35,16,UTILITY
NA1_5314463601,1629,15.13.692.4165,mky3svmVqndYGEuOmDjByypbW9hST0TEV17bA3HDTUBDe47_aNxfX_157RdCWIu7qtly6m7uAVkEkg,,Jayce,100,True,7,3,4,13432,19437,26,248,17,TOP
NA1_5314463601,1629,15.13.692.4165,cZFATTSd-WZI5ZaetD9GxyA8Fz3U8uMcPWrLsmVu06-p5k-99Hm8QwvRIrldvZmOijkE64N8ASythA,,Zac,100,True,14,2,10,14499,25104,19,63,17,JUNGLE
NA1_5314463601,1629,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Riven,100,True,13,3,7,15056,29831,22,206,18,MIDDLE
NA1_5314463601,1629,15.13.692.4165,F2FAEIVqPPxyctRruAmVmvhTwCqREcI_6p37iPZSfXvH0m4iwREGqj8BmatGKxLVHnxGJEVqGhC4dg,,Viktor,100,True,11,5,23,13303,35321,20,162,16,BOTTOM
NA1_5314463601,1629,15.13.692.4165,VfU-HdtBCA82OPIQnKS8OXsneYKZB_d_p4qiPZSCf-vqdWA-kO3ClA60yVCJ_fCiNkFkmNthqtyfhQ,,Neeko,100,True,3,5,17,9113,9778,56,32,13,UTILITY
NA1_5314463601,1629,15.13.692.4165,LXKHbTrb-JzaKjhZBORXBp0d8x0RxInfg2f4VCDyJ6VDw_8-7W1Sg528GuQMZghSM5FaaJIMBV8umA,,Ambessa,200,False,1,8,3,8519,13255,8,171,14,TOP
NA1_5314463601,1629,15.13.692.4165,lWkwH0QwAaLzJn3SVz-eCD58RzOAeKWNCt0AFsvpmVGgwZDoMx6iYRC_-z3BQoRegaCTeXzlu1cwaQ,,Volibear,200,False,5,6,6,11102,15199,23,34,14,JUNGLE
NA1_5314463601,1629,15.13.692.4165,DJa83Dzvis1CEzsDkWXE1Av6P4h5yDtJPbVksGZAP14-hYLHq8j9bNIE1vqCqa6AuboCiPf2hHkzOg,,Ryze,200,False,5,6,1,12406,20539,18,259,17,MIDDLE
NA1_5314463601,1629,15.13.692.4165,Y4apAQsuvsmnYY0G2rdAHVjXJu9C306UifR3JGfBqefnSbZexNV0hgZlxiv7VFeril6u8iItW7omsQ,,Kaisa,200,False,5,12,4,10939,16662,20,191,13,BOTTOM
NA1_5314463601,1629,15.13.692.4165,VyUqYm7crzuXwFyf72CtuWoAXl29otozqzurvnhE8qeup6cI6uK-sxJUcdFyMzE8mOIOrFDZPJAZag,,Diana,200,False,2,16,7,7586,19461,67,39,12,UTILITY
NA1_5314458118,1983,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Riven,100,True,19,3,5,19083,36106,24,241,18,TOP
NA1_5314458118,1983,15.13.692.4165,F8LHYkDXZQrB6mucRC3nDErXBP2Q9z0S72L0Ar_Dnc2_FWsVZiisxL1vICyxfMIK_wUqrUK5R34G1g,,Belveth,100,True,9,3,12,17644,21941,42,55,18,JUNGLE
NA1_5314458118,1983,15.13.692.4165,DJa83Dzvis1CEzsDkWXE1Av6P4h5yDtJPbVksGZAP14-hYLHq8j9bNIE1vqCqa6AuboCiPf2hHkzOg,,Aurora,100,True,4,5,13,13426,25547,24,250,18,MIDDLE
NA1_5314458118,1983,15.13.692.4165,F2FAEIVqPPxyctRruAmVmvhTwCqREcI_6p37iPZSfXvH0m4iwREGqj8BmatGKxLVHnxGJEVqGhC4dg,,Kaisa,100,True,2,5,8,12736,18530,20,245,17,BOTTOM
NA1_5314458118,1983,15.13.692.4165,OUaNiYWW-9gQRd3SrrnEYHImFeVIohfKx7CmZ6ow7TqG33XbJ1sMZ-HDv2z2z9W633MvDehRWCSrYQ,,Shaco,100,True,0,2,10,9240,18173,84,51,15,UTILITY
NA1_5314458118,1983,15.13.692.4165,LXKHbTrb-JzaKjhZBORXBp0d8x0RxInfg2f4VCDyJ6VDw_8-7W1Sg528GuQMZghSM5FaaJIMBV8umA,,Ambessa,200,False,2,10,1,11031,11475,18,202,16,TOP
NA1_5314458118,1983,15.13.692.4165,2JeqAEtsUnLpqbu_be0iewJYqXl8AwimGYZXNyYfk8hvUemc9RFmUEZchw2adyx8vbDRSrwnEWGLwg,,Nidalee,200,False,4,11,7,11053,15791,26,20,15,JUNGLE
NA1_5314458118,1983,15.13.692.4165,l1NHlCeLawH113Znx5jGpHC8kDhSodqGVSpQz3a5vLjPB3ZTgCrxNflYBKT-GWH8tsRWlehvaOJIUw,,Azir,200,False,1,6,8,14347,22281,19,291,18,MIDDLE
NA1_5314458118,1983,15.13.692.4165,Y4apAQsuvsmnYY0G2rdAHVjXJu9C306UifR3JGfBqefnSbZexNV0hgZlxiv7VFeril6u8iItW7omsQ,,Vayne,200,False,11,3,5,18301,39505,23,289,16,BOTTOM
NA1_5314458118,1983,15.13.692.4165,iCbGBSxcqDvJC2l_G1z4OAkngi3wX-hfjw4h6IToISP0DV2g3oZ1GTNthIKAEhXrjRjhvTVihS0VQA,,Janna,200,False,0,4,16,8586,4964,89,18,15,UTILITY
NA1_5314451837,1585,15.13.692.4165,mky3svmVqndYGEuOmDjByypbW9hST0TEV17bA3HDTUBDe47_aNxfX_157RdCWIu7qtly6m7uAVkEkg,,Jayce,100,False,0,11,4,8268,17725,12,166,14,TOP
NA1_5314451837,1585,15.13.692.4165,gAFba-hTJBjWzf0-xzOl3swESvibhsE-aOcSG9sCwPaBSSt8WjaPA-f4S6PIw38iedJJmsheoHnJWA,,Gwen,100,False,5,8,3,12646,19866,24,56,15,JUNGLE
NA1_5314451837,1585,15.13.692.4165,QZviTWgk9iD-kChT8Ir9e7dmq4X71QZKGXKP67iAB0BaEJk5Q0Ek7P3gJI13qk6u2KRwsUQoituOxQ,,Varus,100,False,5,11,0,11347,18792,17,194,14,MIDDLE
NA1_5314451837,1585,15.13.692.4165,PLsKgygd8uyVI6up2rGtTrg-FdNQDtT52lyL95QQv29gpAVBmg-X6_PzzGN9As4qM6rtnQ24mcmY0A,,Aphelios,100,False,2,3,1,9855,18423,8,224,13,BOTTOM
NA1_5314451837,1585,15.13.692.4165,LPVIG1JStEnop2wnpNmKkE7a_z2gBlQMV3cpLop3KJwhxKitlmMFwp9NlCbodNv6dgGIAaZSSLeU8A,,Sona,100,False,0,5,1,5844,6009,53,28,12,UTILITY
NA1_5314451837,1585,15.13.692.4165,tv7XV0L1vVEyL0DFSGNCHSe8Ubll6LlGrzFUrEEZcE2Elx-3_FBTWdyU_dKM_uz4Ld6wbTzE7_QhZA,,Vladimir,200,True,10,3,6,12913,28318,17,195,17,TOP
NA1_5314451837,1585,15.13.692.4165,Amv385JRGxGCA0ycacUAEmTYW14utac6aBilxwJq6hVrid7F2hQmeLMp7ut0Imqt2Fw80P8dt6xbhg,,Elise,200,True,14,4,4,14425,17756,21,23,17,JUNGLE
NA1_5314451837,1585,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Riven,200,True,12,4,8,14143,24348,19,199,17,MIDDLE
NA1_5314451837,1585,15.13.692.4165,gyklcJaS_1D0fSJRNzAmEnuPmI6oVVH-8fh1eLa9WQ9u37C1UUst6DxPb4iG43Y-3LXkLZ5ImGcnNg,,Sivir,200,True,2,1,5,11362,13330,11,235,15,BOTTOM
NA1_5314451837,1585,15.13.692.4165,W-2ElpyxJLCx_gEd6xXfweyCkAab1fkzATW4uz52sCSiDg3s9AD8ex4_GNJg1ZgGnsOx7kIXY5WzBg,,Milio,200,True,0,0,17,8400,4683,59,10,14,UTILITY
NA1_5314440882,1859,15.13.692.4165,ggtEwLowlnUy2ObcZfV_cfaGspF3m4KRwTzBuq2ExNfomFg4ycuLC7E87GVXsaniObslpKsH11GJug,,Nasus,100,False,2,10,3,10404,18400,13,183,15,TOP
NA1_5314440882,1859,15.13.692.4165,C9Nu-l7So9HpH0vvBpHyodULEFPGaWQTtj0e2QV-4Ex_xDHoPr4-SJCG4Xu93I23hMsuUteL-AD2Hw,,Nidalee,100,False,8,5,1,13049,25848,16,28,15,JUNGLE
NA1_5314440882,1859,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Riven,100,False,8,6,4,14516,26913,31,239,16,MIDDLE
NA1_5314440882,1859,15.13.692.4165,CcR1SA1v0Y72MAO2iRtOmINPa-reu9FVqMDm3rJirysAYV4YoEKcPL7f91UVOduNMZ3NtUWnuRWuXA,,Varus,100,False,2,6,6,11861,20884,22,234,14,BOTTOM
NA1_5314440882,1859,15.13.692.4165,TWn6OgHo3JMR4pDuPBlnqRKGHgM1QwJ8_FQOVDr4X2RPX0txUurc9xc57veK0uQ8twLKptRAjP7l4Q,,Alistar,100,False,0,5,13,8007,5805,95,29,12,UTILITY
NA1_5314440882,1859,15.13.692.4165,-oViaVmuxUj_a1YikPiR63OoSDNzHme8cTfU3_tMvyVXnR9dA7kSxCrD-_GehBQmqkWwdkLo8kR74w,,Jayce,200,True,7,7,15,14074,39884,17,234,17,TOP
NA1_5314440882,1859,15.13.692.4165,W5wqNLbMFEPhrOYEDXgal-MHFRdYxbwYG7irhMm-w-dVnI4zxfq8x6PLXQCCxuSjvpE3Xl5kZveiAQ,,LeeSin,200,True,11,3,16,15956,27454,37,32,17,JUNGLE
NA1_5314440882,1859,15.13.692.4165,Pz1WLHt9lVYBVzZ5WyydV8ol7Uhv6znzzEtNinGQKWv7jicPvXIn-NmU3nh4prDRm3-z9fhVxE8P-A,,TwistedFate,200,True,6,5,12,13814,27934,19,224,17,MIDDLE
NA1_5314440882,1859,15.13.692.4165,Y4apAQsuvsmnYY0G2rdAHVjXJu9C306UifR3JGfBqefnSbZexNV0hgZlxiv7VFeril6u8iItW7omsQ,,Vayne,200,True,7,5,13,14052,27462,18,226,15,BOTTOM
NA1_5314440882,1859,15.13.692.4165,JbrvVHwen0hW-U9QDC__sU6MSZ6-fsW36scXm_ACC6NlKMOU-dvBnHNuEfg9_LXapKTdhp7k4VAGkg,,Milio,200,True,1,0,22,8420,6807,60,23,15,UTILITY
NA1_5314400100,1632,15.13.692.4165,ozqIGKflnwVIP6pGkJyY3lg3De0ouGTiXBfxHpQEaaQ6FzJpT395fIFt1OpIPogE9u3K9l1DbhMWhQ,,Gangplank,100,False,3,6,5,12150,19386,20,216,15,TOP
NA1_5314400100,1632,15.13.692.4165,EYGigFPBofGmQRFmwkvtknL_AcLTMz-3Kk8gC6eOxjAq78qgytXF69RLi7B4IyPbEGi56ooSmO3FDA,,LeeSin,100,False,4,7,7,9137,11303,29,12,12,JUNGLE
NA1_5314400100,1632,15.13.692.4165,mi2MKVOCTy7fOHWzP6EBuz28nHNKgBaDh8_W6sKzfUPdVhfgCXAQnnjorqgPMV8q0xdItJ_ZmijVqg,,Zoe,100,False,1,6,6,8865,21347,21,192,14,MIDDLE
NA1_5314400100,1632,15.13.692.4165,CcR1SA1v0Y72MAO2iRtOmINPa-reu9FVqMDm3rJirysAYV4YoEKcPL7f91UVOduNMZ3NtUWnuRWuXA,,Aphelios,100,False,6,6,4,13273,13592,21,213,14,BOTTOM
NA1_5314400100,1632,15.13.692.4165,UY3AkWHH0zvC1sRlzZA-E0UUky8UNIyT6pMmVNl57O4-Cvi_9DlDgHDyPPi6z_oB7YHgEMwPMdWFmA,,Thresh,100,False,0,3,13,6621,5423,86,40,11,UTILITY
NA1_5314400100,1632,15.13.692.4165,qCSK8Qk0_qx9MkcEAm5kfvzwvc8zFRdSHjB5Ou4HhsbXw5x7DpcY0rNpb8Z-EwXAP7BljYeuzoS41A,,Riven,200,True,8,4,5,12896,31632,23,220,16,TOP
NA1_5314400100,1632,15.13.692.4165,e6rmU0O4q1Im4JepRlSHj7dPSkB-KfIBkLCdTtbU_Uf-N9C9RNIzQgnEudZmddRN3DsOfr3lHnYydg,,Poppy,200,True,3,2,14,11398,15858,32,14,16,JUNGLE
NA1_5314400100,1632,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Kayle,200,True,8,3,6,14191,21616,18,218,17,MIDDLE
NA1_5314400100,1632,15.13.692.4165,Y4apAQsuvsmnYY0G2rdAHVjXJu9C306UifR3JGfBqefnSbZexNV0hgZlxiv7VFeril6u8iItW7omsQ,,Ashe,200,True,8,2,7,14240,18336,30,220,15,BOTTOM
NA1_5314400100,1632,15.13.692.4165,dB8rlAQuoEW8RUUviPIlw9EZ5d0BOm-0tdHZR5oAoGNYR9yt6S9wNe94ccXKWd_1FxKPqqInu9KAZA,,Braum,200,True,1,4,17,8297,7367,83,30,13,UTILITY
NA1_5314370641,1870,15.13.692.4165,ozqIGKflnwVIP6pGkJyY3lg3De0ouGTiXBfxHpQEaaQ6FzJpT395fIFt1OpIPogE9u3K9l1DbhMWhQ,,Jax,100,True,19,5,6,19669,44375,33,241,18,TOP
NA1_5314370641,1870,15.13.692.4165,EYGigFPBofGmQRFmwkvtknL_AcLTMz-3Kk8gC6eOxjAq78qgytXF69RLi7B4IyPbEGi56ooSmO3FDA,,Rammus,100,True,4,4,24,12800,17205,34,6,17,JUNGLE
NA1_5314370641,1870,15.13.692.4165,KZeK429FHwl-y5TNCT13dkPGP1Cc9Zb_rTyCj9r9XC3b60Mh4ZAMAxX5MsII9Y6S_5hg6KxjxRsQuw,,Akali,100,True,10,9,7,13333,32700,24,211,18,MIDDLE
NA1_5314370641,1870,15.13.692.4165,Y4apAQsuvsmnYY0G2rdAHVjXJu9C306UifR3JGfBqefnSbZexNV0hgZlxiv7VFeril6u8iItW7omsQ,,Zeri,100,True,7,4,13,16381,34733,43,289,18,BOTTOM
NA1_5314370641,1870,15.13.692.4165,dB8rlAQuoEW8RUUviPIlw9EZ5d0BOm-0tdHZR5oAoGNYR9yt6S9wNe94ccXKWd_1FxKPqqInu9KAZA,,Lulu,100,True,1,7,21,9060,10520,90,22,15,UTILITY
NA1_5314370641,1870,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Riven,200,False,6,8,4,16103,23080,14,243,17,TOP
NA1_5314370641,1870,15.13.692.4165,PD52ixQZzaArEr0szCJk_2JOwIZvZX2YlkFn476lvKMVCmBlYzLf40VpM8Yka2hlEc1l2Tsu1NBlVg,,Belveth,200,False,9,11,4,11977,16712,32,17,15,JUNGLE
NA1_5314370641,1870,15.13.692.4165,e6rmU0O4q1Im4JepRlSHj7dPSkB-KfIBkLCdTtbU_Uf-N9C9RNIzQgnEudZmddRN3DsOfr3lHnYydg,,Sylas,200,False,8,7,5,13714,35587,18,235,17,MIDDLE
NA1_5314370641,1870,15.13.692.4165,4dRQTy1hBRetPIE1rjShvz8UZlw17003RAP_q_YY7s9joLFkYFClHtEJ4YfGPQwJ0U2HoSV43pYvBQ,,Sivir,200,False,3,8,9,12418,17712,10,254,15,BOTTOM
NA1_5314370641,1870,15.13.692.4165,PFrcOEwEQ5YrD9H84zVENAFMNPwJryxsAsyBVT9Bv6h0c7es80DdfsNN1U2Hu7BiwxjV3C9GWLgY0Q,,Rakan,200,False,3,8,7,7907,9297,88,30,13,UTILITY
NA1_5314345179,1558,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Riven,100,False,8,10,2,10654,23734,15,172,14,TOP
NA1_5314345179,1558,15.13.692.4165,EYGigFPBofGmQRFmwkvtknL_AcLTMz-3Kk8gC6eOxjAq78qgytXF69RLi7B4IyPbEGi56ooSmO3FDA,,LeeSin,100,False,4,6,8,9380,17515,23,19,13,JUNGLE
NA1_5314345179,1558,15.13.692.4165,mi2MKVOCTy7fOHWzP6EBuz28nHNKgBaDh8_W6sKzfUPdVhfgCXAQnnjorqgPMV8q0xdItJ_ZmijVqg,,Zoe,100,False,8,6,7,10970,30774,19,167,13,MIDDLE
NA1_5314345179,1558,15.13.692.4165,t_rEzvIdnPJgMk_wPhIaUmRyxxfP7dqy5nXSamNtoAzkQx_J4MVjw0H2zpGajvo3LgA24Hlfd5GQZg,,Aphelios,100,False,7,6,8,10426,23935,18,173,13,BOTTOM
NA1_5314345179,1558,15.13.692.4165,YfHivSyuCoGqNvextpz7w7uug5QF_Be7GiJQsKw3HDrUZO52IESnZ4knzTdRCh1XCo0AEhTa2p_7ag,,Zilean,100,False,1,8,16,6865,4245,63,21,11,UTILITY
NA1_5314345179,1558,15.13.692.4165,340Ehb2O6ik9QgN7hLVdAjLDDOw0AQ-QdEZmiE-1-55pbgCsRrYEGcExrqdDucmrkSW4aahZVjc_oQ,,Renekton,200,True,9,4,6,12888,19936,23,208,16,TOP
NA1_5314345179,1558,15.13.692.4165,e6rmU0O4q1Im4JepRlSHj7dPSkB-KfIBkLCdTtbU_Uf-N9C9RNIzQgnEudZmddRN3DsOfr3lHnYydg,,Nidalee,200,True,11,1,15,14350,26452,30,32,16,JUNGLE
NA1_5314345179,1558,15.13.692.4165,PD52ixQZzaArEr0szCJk_2JOwIZvZX2YlkFn476lvKMVCmBlYzLf40VpM8Yka2hlEc1l2Tsu1NBlVg,,Katarina,200,True,3,11,12,7071,20345,16,69,13,MIDDLE
NA1_5314345179,1558,15.13.692.4165,n6zVEuDf6abwe6midRMB1me4NkI_IFpDH8b5Vsf-Q3yk9wmLdguOxViJhORk28eTh7hH7t1zq8VAwQ,,Varus,200,True,8,5,16,12620,29304,20,209,15,BOTTOM
NA1_5314345179,1558,15.13.692.4165,dB8rlAQuoEW8RUUviPIlw9EZ5d0BOm-0tdHZR5oAoGNYR9yt6S9wNe94ccXKWd_1FxKPqqInu9KAZA,,Nautilus,200,True,5,7,20,7791,11571,63,16,13,UTILITY
NA1_5314305530,1653,15.13.692.4165,VFZovKilTNSeI6Au_E5seAH5vPPHZ01ZQMmnvaQOOQ_l5n6rabtwhgf4FVgd06nci6arjhlY4MR4TA,,Sion,100,True,2,2,15,11552,26436,24,232,17,TOP
NA1_5314305530,1653,15.13.692.4165,ieuKiVwwcWP2FYl0E7KT_RbBmFa8fLHioo5FfpbUFSsTuzt5Sg7YetxmM-dlAej_84udGhJm4u3QJg,,Nidalee,100,True,9,5,13,14170,34545,23,29,16,JUNGLE
NA1_5314305530,1653,15.13.692.4165,sQqofW9ksABYrw6QSVf4QuGYygMiLBgQCx_g0zBdGlFOXpvaUMS4FU_eNuteqpqRVaKhg5T6nA6Ueg,,Corki,100,True,5,6,7,13157,16791,32,253,16,MIDDLE
NA1_5314305530,1653,15.13.692.4165,t_rEzvIdnPJgMk_wPhIaUmRyxxfP7dqy5nXSamNtoAzkQx_J4MVjw0H2zpGajvo3LgA24Hlfd5GQZg,,Tristana,100,True,13,6,8,15185,29618,31,215,15,BOTTOM
NA1_5314305530,1653,15.13.692.4165,rizqSRVcDKQDjjJpqqmyEYKPH43e0v3WH9mr-gTaMkR3jdonb5sYk3ZjuyTBSN-_7jGy5Oe9E6BX-w,,Nautilus,100,True,1,5,11,7631,8074,78,27,13,UTILITY
NA1_5314305530,1653,15.13.692.4165,ik0BbJdetOcHy1UbSNI0fGw0EvqF09MdixOz_yQX-k0DNUbwmAIwiuh8Y3Jy25pOBemYLrliSJt1Lg,,Tryndamere,200,False,3,5,2,11364,12281,16,228,16,TOP
NA1_5314305530,1653,15.13.692.4165,e6rmU0O4q1Im4JepRlSHj7dPSkB-KfIBkLCdTtbU_Uf-N9C9RNIzQgnEudZmddRN3DsOfr3lHnYydg,,Poppy,200,False,4,5,9,10283,14794,40,34,14,JUNGLE
NA1_5314305530,1653,15.13.692.4165,CbeCi1w0UQv5T4n9LhJAul7LGbe-gcyRmQKkO04Qt4aO3msrQdiN4eSxbjxhbsJ5vYuRTaZ719b5-A,,Syndra,200,False,6,7,10,13501,20612,12,197,16,MIDDLE
NA1_5314305530,1653,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Zeri,200,False,8,7,9,13055,30437,28,215,15,BOTTOM
NA1_5314305530,1653,15.13.692.4165,0_aHZR7cvUwGWErOAS97w8t-5YKEBPumOXpNxEwQofz7qnfgUpYS9Ba7T9iaEsza3mYZnxDQNAjquA,,Lulu,200,False,3,6,13,7845,10061,74,23,12,UTILITY
NA1_5314271162,1354,15.13.692.4165,TJve0CH28wS_4BQ4b0I0qnuxXRXpCG4xSVuLBUoI_YQmQTBKAqdqXaEsI1rn6JBc8J5RW8tyiZ3Akg,,Riven,100,True,5,7,7,9422,12168,12,146,14,MIDDLE
NA1_5314271162,1354,15.13.692.4165,EYGigFPBofGmQRFmwkvtknL_AcLTMz-3Kk8gC6eOxjAq78qgytXF69RLi7B4IyPbEGi56ooSmO3FDA,,LeeSin,100,True,15,2,13,13524,21892,33,8,15,JUNGLE
NA1_5314271162,1354,15.13.692.4165,-O9rRNfvLYPcWk0zx_NbhjUyzF1XD2Bs_n1OTNj-noUVnqwDx-jlncpETEjK5W3BOjjf08fVWQAP4w,,Neeko,100,True,3,4,13,10115,19418,19,181,15,TOP
NA1_5314271162,1354,15.13.692.4165,g5OtI3szClTQ1rAxXJXjngX7aZGIKwigEl-IB8dXDIA7ud9fnDuw5b8Gkq54Ui9fNT1SZsBqA1AdGw,,Tristana,100,True,7,4,8,11538,17776,12,184,13,BOTTOM
NA1_5314271162,1354,15.13.692.4165,rizqSRVcDKQDjjJpqqmyEYKPH43e0v3WH9mr-gTaMkR3jdonb5sYk3ZjuyTBSN-_7jGy5Oe9E6BX-w,,Alistar,100,True,1,1,21,6994,6190,62,20,11,UTILITY
NA1_5314271162,1354,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Vayne,200,False,3,4,5,7905,13238,18,173,13,TOP
NA1_5314271162,1354,15.13.692.4165,foK7TE4158_JGM3cX67PlnPymcOuzb9Bm20OQMPJnOQY8pY2i7SHatuXl46NZyGJ1MrGsePeJ6X7sA,,XinZhao,200,False,2,6,9,7497,8609,20,23,12,JUNGLE
NA1_5314271162,1354,15.13.692.4165,2cZOBzy5tWcKBRZm3ftsU-frQvfu9YTgtqVo_aeILN3xYoJAB1_408CKnqExhvPRfE0Lecz3eWJz7w,,Ekko,200,False,4,7,5,9226,15196,16,150,13,MIDDLE
NA1_5314271162,1354,15.13.692.4165,AAeDub_IHuyDNBanevbda46MjJQz5Zec0HmrKtyPGOlhe8r4VCvBriL6A8D4vLU4juPYQ8K3AHCs6w,,Jhin,200,False,6,5,4,10446,16728,27,186,13,BOTTOM
NA1_5314271162,1354,15.13.692.4165,hCgAkumQI9imUJxmoHZQQhgI2RkUOTbh7jkFMtn1-v_li2_tKG1x__59FpwBoEH034khDG5-bN38dw,,JarvanIV,200,False,3,9,9,6541,11353,61,25,9,UTILITY
NA1_5314230177,1623,15.13.692.4165,04jvm1XPMFlENcJ-ebTmmMiMUoB86FUg5UZREITiehVIc3Y38emUIEynHW1csuAs_9D1-SVTJtz1tg,,Riven,100,False,4,6,3,10256,20152,19,201,14,TOP
NA1_5314230177,1623,15.13.692.4165,OQ2CMrrBcUuBJNRrosAKM9Sn2JLvX5SNPHcaakKwS0jnG-3aDB6JNRvJttFwfMo1FDaNMPkw7fL1Ng,,Nidalee,100,False,7,6,2,11386,15533,40,21,14,JUNGLE
NA1_5314230177,1623,15.13.692.4165,-O9rRNfvLYPcWk0zx_NbhjUyzF1XD2Bs_n1OTNj-noUVnqwDx-jlncpETEjK5W3BOjjf08fVWQAP4w,,Vayne,100,False,6,7,2,9682,20553,13,162,13,MIDDLE
NA1_5314230177,1623,15.13.692.4165,CcR1SA1v0Y72MAO2iRtOmINPa-reu9FVqMDm3rJirysAYV4YoEKcPL7f91UVOduNMZ3NtUWnuRWuXA,,Senna,100,False,0,7,8,8365,11629,20,180,13,BOTTOM
NA1_5314230177,1623,15.13.692.4165,IrI8Y-BEDtQXxAggyjfz1EbPC03h3MblpDjNbNS2fyBKJwSqzZ8YbcS8IoXYMLDa688AEytIDkgeHg,,Nautilus,100,False,0,8,9,6216,5595,80,32,10,UTILITY
NA1_5314230177,1623,15.13.692.4165,-HAmNN_aY6IR29PjTurb5yRPWpKB1Gd0Jtz1s5s_ZyyWh0BMJOsMpUFodtZEsZzStMoWr0hGGeAASg,,Renekton,200,True,4,5,4,12324,19023,22,247,17,TOP
NA1_5314230177,1623,15.13.692.4165,KZeK429FHwl-y5TNCT13dkPGP1Cc9Zb_rTyCj9r9XC3b60Mh4ZAMAxX5MsII9Y6S_5hg6KxjxRsQuw,,Kindred,200,True,11,5,10,13949,26453,63,35,16,JUNGLE
NA1_5314230177,1623,15.13.692.4165,tQ3DaFJvVoREPG8BHpvJB9cRSoGP6ErrgCr0YDJDvrIT9j9OXWH0FFD2xL5z0K9RpHugeYzyHYHq-w,,Taliyah,200,True,3,2,16,10024,18995,22,147,15,MIDDLE
NA1_5314230177,1623,15.13.692.4165,dB8rlAQuoEW8RUUviPIlw9EZ5d0BOm-0tdHZR5oAoGNYR9yt6S9wNe94ccXKWd_1FxKPqqInu9KAZA,,Varus,200,True,16,2,10,16443,31282,25,228,16,BOTTOM
NA1_5314230177,1623,15.13.692.4165,0WuxGChTGycAPEetYFRPdt84OM-SHkSsVFyl17zIq2GZjE1nvPrqcVpzee2kPe1gUIjRRT4mQdzfVw,,Renata,200,True,0,3,28,8281,8070,76,26,13,UTILITY
NA1_5314009161,1964,15.13.691.9951,4uvk4SdSpWsd_GmN1pzOl5tfE_KnXm4yaHFoz5WJV03XgsGYBRPZ8vyWSbcoNNBEOoNbOm5OkIEH-Q,,Chogath,100,False,4,7,5,11684,20963,22,178,16,TOP
NA1_5314009161,1964,15.13.691.9951,xdajbFeap1P6XdBKn8qQZErd73qlI6BbRzOUftlCccJcVgbe1yynFQQA1WtFrzj2tNUBBWSzw3RFbA,,Graves,100,False,11,11,8,15463,26041,33,35,17,JUNGLE
NA1_5314009161,1964,15.13.691.9951,-P4tgg5idLx3zoTjLC9QlKt_4igdQWTnVbDoK9UJUWgLIh4uvznAZB4DO1hxZ8eDzfYraohlIbN1wg,,Kayle,100,False,4,6,10,13480,17969,18,215,17,MIDDLE
NA1_5314009161,1964,15.13.691.9951,SFeRENGewEos9YXN14kZf4ru6cxJEn3RG3uS00RCR7k29wlIut_j6VldKDC1jX3FPOvac1NEt63-Cg,,Lucian,100,False,8,4,16,15829,45074,41,265,16,BOTTOM
