grow_policy,max_depth,max_leaves,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,accuracy,auc,best_iteration,complexity
lossguide,0,128,0.005,10,0.8,0.8,0.1,1.0,0.6822808970892318,0.7566557715055331,2734,128
depthwise,8,0,0.0025,1,0.8,1.0,0.0,2.0,0.6823604262764434,0.7566491173153465,6301,8
lossguide,0,128,0.01,10,0.8,0.8,0.0,1.0,0.6808493717194211,0.7566399077137194,1489,128
lossguide,0,64,0.005,1,1.0,0.8,0.1,1.0,0.682758072212502,0.7566356318272496,2870,64
depthwise,6,0,0.0025,1,1.0,0.8,0.1,1.0,0.6810879592810561,0.7566235125987351,6772,6
depthwise,8,0,0.0025,5,0.8,1.0,0.1,2.0,0.6819627803403849,0.756621058391708,6171,8
depthwise,8,0,0.0025,1,0.8,0.8,0.0,2.0,0.6823604262764434,0.7566195150244024,5618,8
lossguide,0,32,0.0025,1,1.0,1.0,0.1,1.0,0.6808493717194211,0.7566194517716439,5609,32
lossguide,0,128,0.005,5,0.8,0.8,0.1,2.0,0.6841895975823127,0.7566146951642102,2538,128
depthwise,6,0,0.005,10,1.0,1.0,0.0,2.0,0.6830761889613488,0.7566123168604934,3958,6
lossguide,0,32,0.01,1,1.0,1.0,0.0,1.0,0.682758072212502,0.7565958837938539,1444,32
lossguide,0,128,0.005,1,0.8,0.8,0.0,1.0,0.6821218387148084,0.7565930121186213,2833,128
lossguide,0,64,0.005,10,1.0,0.8,0.0,1.0,0.6828376013997137,0.756588078403464,2217,64
lossguide,0,64,0.0025,10,0.8,1.0,0.1,2.0,0.682758072212502,0.7565795266305245,4369,64
depthwise,8,0,0.005,10,0.8,1.0,0.0,2.0,0.6825194846508669,0.7565596779149301,2874,8
depthwise,6,0,0.0025,10,1.0,1.0,0.1,1.0,0.6837919516462542,0.7565519990300569,8072,6
lossguide,0,64,0.0025,1,1.0,1.0,0.1,2.0,0.6832352473357722,0.7565474954336568,5675,64
lossguide,0,64,0.01,1,1.0,1.0,0.1,2.0,0.6843486559567361,0.7565463315829017,1486,64
lossguide,0,32,0.005,1,1.0,1.0,0.0,1.0,0.6807698425322093,0.7565427135251197,3627,32
lossguide,0,64,0.0025,1,1.0,0.8,0.0,1.0,0.6833943057101957,0.7565315936901882,5610,64
depthwise,6,0,0.0025,10,1.0,1.0,0.0,2.0,0.6837124224590425,0.7565307081515702,7881,6
depthwise,8,0,0.01,5,0.8,1.0,0.0,2.0,0.6817241927787498,0.7565221943302859,1405,8
depthwise,6,0,0.01,1,1.0,1.0,0.0,1.0,0.6814856052171147,0.7565211569850477,1748,6
lossguide,0,32,0.005,1,1.0,1.0,0.1,1.0,0.6821218387148084,0.7565164130281656,3035,32
lossguide,0,64,0.005,1,1.0,0.8,0.0,1.0,0.6826785430252903,0.7565144142409993,2611,64
lossguide,0,128,0.0025,1,0.8,1.0,0.0,2.0,0.6837124224590425,0.7565080130618463,4904,128
lossguide,0,64,0.0025,5,1.0,1.0,0.0,2.0,0.6818832511531732,0.7564972980445689,5710,64
lossguide,0,64,0.01,10,1.0,1.0,0.1,2.0,0.6819627803403849,0.7564944896220946,1490,64
lossguide,0,64,0.005,5,1.0,1.0,0.1,2.0,0.6825990138380785,0.7564859504997069,2832,64
depthwise,8,0,0.0025,1,0.8,0.8,0.1,1.0,0.6818037219659615,0.756483534244335,5628,8
depthwise,6,0,0.005,1,1.0,1.0,0.1,1.0,0.6822808970892318,0.7564824336463383,4218,6
depthwise,8,0,0.0025,10,0.8,1.0,0.1,2.0,0.6810084300938445,0.7564823703935799,5838,8
lossguide,0,128,0.005,10,0.8,0.8,0.1,2.0,0.6818037219659615,0.756479549320554,2559,128
depthwise,8,0,0.0025,10,0.8,1.0,0.0,2.0,0.6821218387148084,0.7564773481245608,5848,8
depthwise,6,0,0.0025,5,1.0,0.8,0.1,2.0,0.6812470176554796,0.7564744384976732,6972,6
depthwise,8,0,0.0025,5,0.8,1.0,0.0,1.0,0.6824399554636552,0.7564715668224404,6303,8
depthwise,6,0,0.005,10,1.0,0.8,0.0,1.0,0.6823604262764434,0.756467240333764,3546,6
lossguide,0,64,0.0025,10,1.0,1.0,0.1,1.0,0.6824399554636552,0.7564671897315574,5392,64
depthwise,8,0,0.005,10,0.8,1.0,0.0,1.0,0.6818832511531732,0.7564658108214236,2699,8
depthwise,6,0,0.0025,10,1.0,1.0,0.1,2.0,0.6817241927787498,0.756457992780482,7735,6
depthwise,6,0,0.01,10,1.0,1.0,0.0,2.0,0.6830761889613488,0.7564520723222932,1985,6
lossguide,0,128,0.0025,1,0.8,1.0,0.1,1.0,0.6829966597741371,0.756448618721683,5472,128
depthwise,8,0,0.01,10,0.8,1.0,0.1,2.0,0.6818832511531732,0.7564472777632043,1750,8
depthwise,6,0,0.005,1,1.0,1.0,0.0,2.0,0.6831557181485606,0.7564430777800447,3630,6
depthwise,6,0,0.0025,10,1.0,0.8,0.0,2.0,0.6806903133449976,0.756428428441193,6893,6
depthwise,8,0,0.01,10,0.8,1.0,0.0,1.0,0.6815651344043264,0.7564283145862278,1597,8
lossguide,0,64,0.005,1,1.0,1.0,0.1,2.0,0.6828376013997137,0.756428263984021,2635,64
lossguide,0,128,0.0025,1,0.8,0.8,0.1,2.0,0.6807698425322093,0.7564043544413355,4888,128
depthwise,6,0,0.0025,5,1.0,1.0,0.0,2.0,0.6815651344043264,0.7563970044708062,7192,6
depthwise,6,0,0.01,1,1.0,1.0,0.0,2.0,0.6823604262764434,0.7563938418328848,1991,6
depthwise,6,0,0.0025,1,1.0,1.0,0.0,1.0,0.6833147765229839,0.7563929689448186,8550,6
lossguide,0,128,0.0025,5,0.8,0.8,0.1,1.0,0.6802926674089391,0.7563900466673791,4995,128
lossguide,0,128,0.01,1,0.8,0.8,0.0,2.0,0.6835533640846191,0.756382127422024,1163,128
lossguide,0,64,0.0025,10,1.0,1.0,0.0,2.0,0.68220136790202,0.7563765991309375,4851,64
lossguide,0,64,0.01,5,1.0,1.0,0.1,1.0,0.6834738348974073,0.7563707545760587,1324,64
depthwise,6,0,0.01,10,1.0,1.0,0.1,2.0,0.6833147765229839,0.7563617220821552,2098,6
lossguide,0,64,0.005,10,1.0,1.0,0.1,1.0,0.6823604262764434,0.7563582178793384,2097,64
depthwise,6,0,0.0025,1,1.0,1.0,0.1,1.0,0.6823604262764434,0.7563573323407206,7845,6
lossguide,0,128,0.01,10,0.8,0.8,0.1,1.0,0.6824399554636552,0.7563562696943789,1030,128
lossguide,0,64,0.01,5,1.0,1.0,0.0,1.0,0.6825194846508669,0.7563514877858417,1370,64
lossguide,0,64,0.005,1,1.0,1.0,0.0,2.0,0.6829966597741371,0.7563494889986755,2588,64
lossguide,0,64,0.005,10,0.8,1.0,0.0,2.0,0.6829966597741371,0.7563437709493135,2129,64
lossguide,0,128,0.0025,1,0.8,0.8,0.1,1.0,0.6813265468426912,0.7563425691469035,4881,128
lossguide,0,128,0.005,10,0.8,0.8,0.0,2.0,0.684666772705583,0.756327388484881,2156,128
depthwise,8,0,0.0025,5,0.8,1.0,0.0,2.0,0.6799745506600923,0.7563189252658032,5847,8
depthwise,8,0,0.005,10,0.8,1.0,0.1,1.0,0.6832352473357722,0.7563157246762269,2666,8
lossguide,0,64,0.01,1,1.0,1.0,0.0,2.0,0.6811674884682678,0.7563109048160347,1199,64
lossguide,0,64,0.0025,5,1.0,1.0,0.0,1.0,0.6825990138380785,0.7563075903714931,5399,64
lossguide,0,64,0.0025,10,1.0,1.0,0.1,2.0,0.6824399554636552,0.7563004301592391,5096,64
lossguide,0,64,0.01,5,1.0,1.0,0.0,2.0,0.6819627803403849,0.7562982036621424,1503,64
lossguide,0,64,0.01,1,1.0,0.8,0.1,1.0,0.6830761889613488,0.7562980012533154,1213,64
lossguide,0,64,0.0025,10,1.0,1.0,0.0,1.0,0.6822808970892318,0.756287842860312,4686,64
lossguide,0,128,0.01,5,0.8,0.8,0.1,2.0,0.6829171305869254,0.756281365777849,1066,128
lossguide,0,128,0.0025,5,0.8,1.0,0.0,2.0,0.6829171305869254,0.7562776718167568,4904,128
lossguide,0,128,0.01,5,0.8,0.8,0.0,2.0,0.6828376013997137,0.7562754326691086,1061,128
lossguide,0,128,0.0025,1,0.8,1.0,0.1,2.0,0.6815651344043264,0.7562644266891421,4736,128
lossguide,0,64,0.005,5,0.8,1.0,0.0,1.0,0.6811674884682678,0.75625517913586,2125,64
lossguide,0,128,0.0025,1,0.8,1.0,0.0,1.0,0.6828376013997137,0.7562540279356567,4852,128
lossguide,0,64,0.0025,1,1.0,1.0,0.0,2.0,0.6825194846508669,0.7562511436098722,5412,64
depthwise,6,0,0.0025,1,1.0,1.0,0.1,2.0,0.6828376013997137,0.7562484237412599,8017,6
lossguide,0,128,0.0025,5,0.8,0.8,0.1,2.0,0.6798154922856688,0.7562453749583038,4675,128
lossguide,0,128,0.005,1,0.8,1.0,0.1,1.0,0.6816446635915381,0.756239252091288,2715,128
depthwise,8,0,0.005,10,0.8,1.0,0.1,2.0,0.6815651344043264,0.7562296882742139,2713,8
depthwise,8,0,0.005,1,0.8,1.0,0.1,1.0,0.6806107841577859,0.756223489503888,2647,8
lossguide,0,64,0.005,1,0.8,1.0,0.0,2.0,0.6816446635915381,0.7562214527650665,2258,64
depthwise,8,0,0.005,5,0.8,1.0,0.0,2.0,0.6817241927787498,0.7562188341008675,2667,8
lossguide,0,128,0.01,5,0.8,1.0,0.1,1.0,0.6802926674089391,0.7562182268743867,1370,128
depthwise,8,0,0.01,1,0.8,1.0,0.0,1.0,0.6817241927787498,0.7562147606232248,1412,8
depthwise,6,0,0.01,1,1.0,1.0,0.1,2.0,0.6818832511531732,0.7562038431971203,1766,6
depthwise,8,0,0.0025,1,0.8,1.0,0.1,2.0,0.6814856052171147,0.7561996558645123,5453,8
depthwise,6,0,0.005,1,1.0,1.0,0.1,2.0,0.6812470176554796,0.7561970118992102,3584,6
lossguide,0,64,0.005,5,1.0,1.0,0.0,2.0,0.6813265468426912,0.756187561937101,2475,64
depthwise,8,0,0.005,5,0.8,1.0,0.1,1.0,0.6818037219659615,0.7561797691972628,2657,8
lossguide,0,64,0.01,1,1.0,1.0,0.1,1.0,0.6824399554636552,0.7561703065846019,1251,64
depthwise,8,0,0.005,1,0.8,1.0,0.1,2.0,0.6809289009066327,0.7561656258804783,2662,8
lossguide,0,128,0.005,1,0.8,0.8,0.1,2.0,0.6818832511531732,0.7561577698878816,2255,128
lossguide,0,64,0.0025,5,1.0,1.0,0.1,1.0,0.6813265468426912,0.7561563530260929,4952,64
lossguide,0,128,0.0025,5,0.8,1.0,0.1,1.0,0.6823604262764434,0.7561420958543433,4667,128
lossguide,0,128,0.005,1,0.8,1.0,0.1,2.0,0.6812470176554796,0.756141222966277,2731,128
lossguide,0,128,0.005,1,0.8,0.8,0.1,1.0,0.6822808970892318,0.7561405271859345,2254,128
lossguide,0,64,0.005,10,1.0,1.0,0.0,1.0,0.6831557181485606,0.7561400717660737,2443,64
lossguide,0,128,0.005,5,0.8,0.8,0.1,1.0,0.6833943057101957,0.7561275730210084,2270,128
depthwise,8,0,0.005,5,0.8,1.0,0.1,2.0,0.6829966597741371,0.756122158584887,2905,8
lossguide,0,64,0.005,1,1.0,1.0,0.0,1.0,0.6825194846508669,0.7561132652470521,2633,64
depthwise,6,0,0.0025,1,1.0,1.0,0.0,2.0,0.6816446635915381,0.7560666859157461,7203,6
lossguide,0,64,0.01,1,1.0,1.0,0.0,1.0,0.6813265468426912,0.7560637762888585,1375,64
lossguide,0,128,0.01,10,0.8,1.0,0.0,1.0,0.6818037219659615,0.7560609931674875,1331,128
depthwise,8,0,0.005,1,0.8,1.0,0.0,2.0,0.6814856052171147,0.756052491996755,2542,8
lossguide,0,128,0.005,1,0.8,0.8,0.0,2.0,0.6824399554636552,0.7560460402153953,2253,128
depthwise,6,0,0.005,1,1.0,1.0,0.0,1.0,0.6825990138380785,0.7560434848039549,3815,6
depthwise,8,0,0.005,1,0.8,1.0,0.0,1.0,0.6802131382217274,0.7560384245832807,2477,8
lossguide,0,128,0.005,5,0.8,1.0,0.1,2.0,0.6825194846508669,0.7560377794051447,2656,128
lossguide,0,128,0.0025,5,0.8,0.8,0.0,1.0,0.6811674884682678,0.7560253945150446,4358,128
lossguide,0,128,0.01,5,0.8,0.8,0.0,1.0,0.6816446635915381,0.7560239144004974,1085,128
depthwise,8,0,0.005,5,0.8,1.0,0.0,1.0,0.6828376013997137,0.7560160710584525,2672,8
lossguide,0,128,0.0025,10,0.8,1.0,0.1,1.0,0.6829171305869254,0.7560062415797928,4116,128
lossguide,0,128,0.005,10,1.0,0.8,0.0,2.0,0.6820423095275966,0.7559993849807792,2655,128
lossguide,0,64,0.005,5,1.0,1.0,0.1,1.0,0.6826785430252903,0.7559912253749421,2204,64
depthwise,8,0,0.0025,1,0.8,1.0,0.0,1.0,0.6818037219659615,0.7559842422704117,4943,8
lossguide,0,128,0.0025,10,0.8,0.8,0.1,1.0,0.6814856052171147,0.7559647351197127,4258,128
lossguide,0,128,0.0025,10,1.0,0.8,0.1,1.0,0.6829966597741371,0.7559528689022317,5144,128
lossguide,0,128,0.005,5,0.8,1.0,0.0,2.0,0.6811674884682678,0.7559444689359125,2475,128
lossguide,0,64,0.005,1,1.0,1.0,0.1,1.0,0.6821218387148084,0.7559437605050181,2284,64
lossguide,0,128,0.0025,10,0.8,0.8,0.0,2.0,0.6808493717194211,0.7559388267898608,4261,128
lossguide,0,128,0.0025,5,0.8,1.0,0.0,1.0,0.6813265468426912,0.755923975042182,4251,128
lossguide,0,128,0.005,10,0.8,1.0,0.1,1.0,0.6819627803403849,0.7559193828919202,2537,128
lossguide,0,128,0.0025,10,0.8,0.8,0.0,1.0,0.6814856052171147,0.7559190792786799,4260,128
lossguide,0,128,0.01,5,0.8,1.0,0.0,2.0,0.6810084300938445,0.7559180419334415,1366,128
lossguide,0,64,0.005,10,1.0,1.0,0.1,2.0,0.6822808970892318,0.7559154106186908,2097,64
lossguide,0,128,0.005,10,0.8,0.8,0.0,1.0,0.6824399554636552,0.7559112485871863,2124,128
lossguide,0,128,0.01,1,0.8,0.8,0.0,1.0,0.6832352473357722,0.7559012673019065,1082,128
lossguide,0,128,0.005,1,0.8,1.0,0.0,2.0,0.6814856052171147,0.7558942335951695,2209,128
lossguide,0,128,0.0025,10,0.8,1.0,0.0,2.0,0.682758072212502,0.7558892239767019,4113,128
lossguide,0,128,0.0025,10,0.8,0.8,0.1,2.0,0.6814856052171147,0.7558828733997558,4258,128
lossguide,0,64,0.01,10,1.0,1.0,0.0,2.0,0.6803721965961508,0.7558416958540195,1258,64
lossguide,0,128,0.0025,5,0.8,1.0,0.1,2.0,0.6816446635915381,0.7558404054977476,3997,128
lossguide,0,128,0.0025,10,0.8,1.0,0.1,2.0,0.68220136790202,0.7558377994841003,4088,128
lossguide,0,128,0.005,1,1.0,0.8,0.1,2.0,0.6823604262764434,0.7558254651962071,2617,128
depthwise,8,0,0.0025,5,0.8,1.0,0.1,1.0,0.6802926674089391,0.7558176218541619,5229,8
depthwise,8,0,0.005,10,1.0,0.8,0.0,2.0,0.6818832511531732,0.7557993797586315,3085,8
lossguide,0,64,0.0025,1,1.0,1.0,0.1,1.0,0.6819627803403849,0.7557804798344134,4309,64
lossguide,0,128,0.005,5,0.8,0.8,0.0,1.0,0.6823604262764434,0.755777924422973,2238,128
lossguide,0,64,0.005,10,1.0,1.0,0.0,2.0,0.6810879592810561,0.755739909515158,2053,64
lossguide,0,128,0.005,10,0.8,1.0,0.1,2.0,0.681406076029903,0.755724741503687,2538,128
lossguide,0,128,0.01,1,1.0,0.8,0.0,2.0,0.6812470176554796,0.7557165565967465,1327,128
lossguide,0,128,0.005,10,0.8,1.0,0.0,1.0,0.6820423095275966,0.7557116861343476,2213,128
lossguide,0,128,0.0025,1,1.0,0.8,0.0,2.0,0.6833147765229839,0.7557054494123667,4939,128
depthwise,8,0,0.01,5,0.8,1.0,0.0,1.0,0.6806107841577859,0.7556925838013026,1228,8
lossguide,0,64,0.0025,1,1.0,1.0,0.0,1.0,0.6820423095275966,0.7556896868249666,4391,64
lossguide,0,128,0.01,5,1.0,0.8,0.1,2.0,0.6830761889613488,0.7556332527138976,1154,128
lossguide,0,128,0.01,5,1.0,0.8,0.0,1.0,0.6837124224590425,0.7556309123618357,1477,128
lossguide,0,128,0.005,5,1.0,0.8,0.0,2.0,0.6824399554636552,0.755623056369239,2711,128
lossguide,0,128,0.01,10,1.0,0.8,0.0,2.0,0.6816446635915381,0.7556125311102367,1223,128
depthwise,8,0,0.01,10,1.0,0.8,0.1,1.0,0.6806107841577859,0.7556022588622682,1524,8
lossguide,0,128,0.0025,5,1.0,0.8,0.1,1.0,0.6830761889613488,0.7555977426153164,4957,128
lossguide,0,128,0.0025,10,0.8,1.0,0.0,1.0,0.6819627803403849,0.7555684439376128,3719,128
lossguide,0,128,0.005,5,1.0,0.8,0.1,1.0,0.6836328932718307,0.7555520235215248,2645,128
lossguide,0,128,0.01,5,1.0,0.8,0.0,2.0,0.6823604262764434,0.755550897622425,1467,128
lossguide,0,128,0.01,10,0.8,1.0,0.1,2.0,0.6813265468426912,0.7555501891915306,1093,128
lossguide,0,128,0.005,10,0.8,1.0,0.0,2.0,0.6801336090345157,0.7555429277748631,2213,128
lossguide,0,128,0.0025,10,1.0,0.8,0.0,2.0,0.68220136790202,0.7555415868163845,4354,128
lossguide,0,128,0.005,10,1.0,0.8,0.0,1.0,0.6816446635915381,0.7555378802047406,2243,128
depthwise,8,0,0.005,10,1.0,0.8,0.1,2.0,0.6812470176554796,0.7555309477024169,2935,8
lossguide,0,128,0.005,1,1.0,0.8,0.1,1.0,0.6828376013997137,0.7555120857298538,2415,128
lossguide,0,128,0.0025,5,1.0,0.8,0.0,1.0,0.6808493717194211,0.7555067092453875,4616,128
depthwise,8,0,0.005,10,1.0,0.8,0.0,1.0,0.6808493717194211,0.755503192392019,2616,8
lossguide,0,128,0.005,5,0.8,1.0,0.1,1.0,0.6810879592810561,0.7555024460094695,2125,128
lossguide,0,128,0.01,5,0.8,1.0,0.0,1.0,0.6810879592810561,0.7554934767683245,970,128
lossguide,0,128,0.01,1,0.8,1.0,0.0,1.0,0.6794178463496103,0.7554903773831615,1405,128
lossguide,0,128,0.01,1,1.0,0.8,0.1,2.0,0.6825194846508669,0.7554728310679737,1248,128
lossguide,0,128,0.005,1,1.0,0.8,0.0,2.0,0.6816446635915381,0.7554655190490995,2420,128
lossguide,0,128,0.0025,5,1.0,0.8,0.1,2.0,0.68220136790202,0.7554616479802838,4486,128
lossguide,0,128,0.005,10,1.0,0.8,0.1,2.0,0.682758072212502,0.7554581184763635,2318,128
lossguide,0,128,0.005,5,1.0,0.8,0.1,2.0,0.6818037219659615,0.7554345378480217,2544,128
depthwise,8,0,0.01,10,1.0,0.8,0.0,2.0,0.6806107841577859,0.7554261252311508,1415,8
lossguide,0,128,0.01,5,1.0,0.8,0.1,1.0,0.6823604262764434,0.7554249866814992,1198,128
lossguide,0,128,0.0025,1,1.0,0.8,0.1,2.0,0.6825194846508669,0.7554229499426778,4499,128
depthwise,8,0,0.0025,10,1.0,0.8,0.1,1.0,0.6803721965961508,0.7554177885175901,5280,8
lossguide,0,128,0.0025,10,1.0,0.8,0.0,1.0,0.68220136790202,0.7554158403326305,4448,128
lossguide,0,128,0.01,1,0.8,1.0,0.1,2.0,0.6807698425322093,0.7554134367278104,1149,128
lossguide,0,128,0.01,10,1.0,0.8,0.1,2.0,0.6814856052171147,0.7554060994078328,1320,128
lossguide,0,128,0.005,5,1.0,0.8,0.0,1.0,0.6825990138380785,0.7553968392039989,2495,128
lossguide,0,128,0.005,1,0.8,1.0,0.0,1.0,0.6809289009066327,0.7553688055814639,2125,128
lossguide,0,128,0.005,1,1.0,0.8,0.0,1.0,0.6835533640846191,0.7553660351106448,2689,128
lossguide,0,128,0.005,5,0.8,1.0,0.0,1.0,0.6817241927787498,0.7553564712935706,2125,128
depthwise,8,0,0.0025,1,0.8,1.0,0.1,1.0,0.6809289009066327,0.7553402406357579,4353,8
lossguide,0,128,0.005,10,1.0,0.8,0.1,1.0,0.6818832511531732,0.7553378117298344,2197,128
lossguide,0,128,0.01,5,0.8,1.0,0.1,2.0,0.6807698425322093,0.7552578096409754,1366,128
depthwise,8,0,0.005,5,1.0,0.8,0.1,2.0,0.6825194846508669,0.7552563801286348,2652,8
depthwise,8,0,0.005,5,1.0,0.8,0.0,2.0,0.6819627803403849,0.7552435904208809,2876,8
depthwise,8,0,0.01,5,1.0,0.8,0.1,1.0,0.6814856052171147,0.755227132053138,1283,8
lossguide,0,128,0.0025,1,1.0,0.8,0.1,1.0,0.68220136790202,0.7552195164210233,4302,128
lossguide,0,128,0.0025,5,1.0,0.8,0.0,2.0,0.6825990138380785,0.7551996297537737,4329,128
lossguide,0,128,0.01,10,0.8,1.0,0.1,1.0,0.6808493717194211,0.7551598564192745,1040,128
depthwise,8,0,0.005,1,1.0,0.8,0.1,2.0,0.68220136790202,0.7551518739211609,2650,8
depthwise,8,0,0.01,10,1.0,0.8,0.0,1.0,0.6816446635915381,0.7551419811897429,1403,8
lossguide,0,128,0.01,10,1.0,1.0,0.1,2.0,0.6820423095275966,0.7551385275891327,1066,128
lossguide,0,128,0.01,1,0.8,1.0,0.0,2.0,0.6818832511531732,0.7551370980767923,1148,128
lossguide,0,128,0.0025,1,1.0,0.8,0.0,1.0,0.6823604262764434,0.7551024608662773,4472,128
lossguide,0,128,0.01,1,0.8,1.0,0.1,1.0,0.679497375536822,0.7551006771384896,812,128
depthwise,8,0,0.005,1,1.0,0.8,0.0,1.0,0.6817241927787498,0.7550925048821009,2600,8
lossguide,0,128,0.01,1,1.0,0.8,0.1,1.0,0.6797359630984572,0.7550571718912433,1215,128
depthwise,8,0,0.0025,5,1.0,0.8,0.0,2.0,0.6818037219659615,0.7550570074340713,5419,8
depthwise,8,0,0.005,10,1.0,0.8,0.1,1.0,0.6802926674089391,0.7550553122601456,2606,8
depthwise,8,0,0.0025,5,1.0,0.8,0.0,1.0,0.6812470176554796,0.755050580953815,4993,8
depthwise,8,0,0.0025,10,1.0,0.8,0.0,2.0,0.6811674884682678,0.7550017877759642,4738,8
depthwise,8,0,0.005,1,1.0,0.8,0.0,2.0,0.6813265468426912,0.7549872016898708,2936,8
depthwise,8,0,0.005,1,1.0,0.8,0.1,1.0,0.6822808970892318,0.7549701993484055,3147,8
depthwise,8,0,0.01,10,1.0,0.8,0.1,2.0,0.6802131382217274,0.7549610656500885,1240,8
lossguide,0,128,0.01,10,0.8,1.0,0.0,2.0,0.6808493717194211,0.754897370122352,1052,128
depthwise,8,0,0.01,5,1.0,0.8,0.0,2.0,0.6805312549705742,0.7548882490745867,1583,8
depthwise,8,0,0.0025,10,1.0,0.8,0.0,1.0,0.681406076029903,0.7548773949012406,4547,8
depthwise,8,0,0.0025,1,1.0,0.8,0.1,1.0,0.6821218387148084,0.7548705383022272,4819,8
lossguide,0,128,0.01,10,1.0,0.8,0.0,1.0,0.6809289009066327,0.7548496775424978,1077,128
lossguide,0,128,0.01,10,1.0,0.8,0.1,1.0,0.6812470176554796,0.7548374318084663,1224,128
lossguide,0,128,0.0025,10,1.0,1.0,0.1,2.0,0.6803721965961508,0.7548165963498401,4118,128
depthwise,8,0,0.0025,5,1.0,0.8,0.1,2.0,0.6814856052171147,0.7548055271171153,5338,8
lossguide,0,128,0.005,10,1.0,1.0,0.1,1.0,0.6816446635915381,0.7547903085034378,2159,128
lossguide,0,128,0.01,10,1.0,1.0,0.1,1.0,0.6805312549705742,0.7547777212045107,1202,128
lossguide,0,128,0.01,1,1.0,0.8,0.0,1.0,0.6824399554636552,0.7547761145844467,1207,128
depthwise,8,0,0.0025,10,1.0,0.8,0.1,2.0,0.6806107841577859,0.754758441763742,4753,8
lossguide,0,128,0.0025,10,1.0,1.0,0.1,1.0,0.6810879592810561,0.7547189593919315,3861,128
depthwise,8,0,0.0025,1,1.0,0.8,0.0,2.0,0.6821218387148084,0.7547169479542135,5212,8
depthwise,8,0,0.005,5,1.0,0.8,0.1,1.0,0.6822808970892318,0.754707320884381,2434,8
depthwise,8,0,0.0025,1,1.0,0.8,0.0,1.0,0.6820423095275966,0.7546891293910571,4919,8
depthwise,8,0,0.0025,5,1.0,0.8,0.1,1.0,0.6815651344043264,0.7546424235542342,4783,8
depthwise,8,0,0.005,5,1.0,0.8,0.0,1.0,0.6806107841577859,0.7546401970571375,2380,8
depthwise,8,0,0.0025,1,1.0,0.8,0.1,2.0,0.6818037219659615,0.7546328091349532,4569,8
lossguide,0,128,0.0025,10,1.0,0.8,0.1,2.0,0.6813265468426912,0.7546038520221452,3370,128
lossguide,0,128,0.005,10,1.0,1.0,0.1,2.0,0.6817241927787498,0.7545847117374449,2173,128
lossguide,0,128,0.005,10,1.0,1.0,0.0,1.0,0.6806903133449976,0.7545707202272807,2084,128
depthwise,8,0,0.005,5,1.0,1.0,0.0,1.0,0.6819627803403849,0.7545592967791087,2877,8
depthwise,8,0,0.01,5,1.0,0.8,0.1,2.0,0.6799745506600923,0.7545065313280286,1316,8
lossguide,0,128,0.01,10,1.0,1.0,0.0,2.0,0.681406076029903,0.754503457243969,1130,128
depthwise,8,0,0.01,1,1.0,0.8,0.1,2.0,0.6805312549705742,0.7544279461009582,1142,8
depthwise,8,0,0.01,1,1.0,0.8,0.0,1.0,0.6801336090345157,0.7544270099601336,1371,8
lossguide,0,128,0.005,5,1.0,1.0,0.1,2.0,0.6816446635915381,0.7544045931825468,2286,128
depthwise,8,0,0.01,10,1.0,1.0,0.0,1.0,0.6806107841577859,0.7543956365919535,1343,8
lossguide,0,128,0.005,10,1.0,1.0,0.0,2.0,0.6817241927787498,0.7543908293823129,1915,128
lossguide,0,128,0.0025,5,1.0,1.0,0.0,2.0,0.6806107841577859,0.7543601138428206,4245,128
depthwise,8,0,0.0025,10,1.0,1.0,0.1,1.0,0.6790997296007635,0.7543403536810879,4400,8
depthwise,8,0,0.01,1,1.0,0.8,0.0,2.0,0.6814856052171147,0.7543368874299261,1456,8
depthwise,8,0,0.01,10,1.0,1.0,0.0,2.0,0.6783839669158581,0.7543365964672374,1277,8
depthwise,8,0,0.01,5,1.0,0.8,0.0,1.0,0.6821218387148084,0.7543273109623001,1115,8
lossguide,0,128,0.005,5,1.0,1.0,0.0,1.0,0.6809289009066327,0.7543167351010911,2084,128
depthwise,8,0,0.01,10,1.0,1.0,0.1,2.0,0.6799745506600923,0.754301048417001,1392,8
lossguide,0,128,0.01,1,1.0,1.0,0.1,1.0,0.6819627803403849,0.7543003399861066,1195,128
depthwise,8,0,0.01,5,1.0,1.0,0.0,2.0,0.6816446635915381,0.7542719141964693,1204,8
lossguide,0,128,0.01,5,1.0,1.0,0.0,1.0,0.6806903133449976,0.7542347468756174,921,128
lossguide,0,128,0.005,1,1.0,1.0,0.0,2.0,0.6804517257833625,0.7542133927443722,2151,128
depthwise,8,0,0.01,1,1.0,0.8,0.1,1.0,0.6795769047240338,0.7541871175485215,1126,8
depthwise,8,0,0.005,10,1.0,1.0,0.1,2.0,0.6790997296007635,0.7541850808097,2273,8
lossguide,0,128,0.0025,1,1.0,1.0,0.0,2.0,0.6826785430252903,0.7541846253898394,4282,128
lossguide,0,128,0.0025,10,1.0,1.0,0.0,2.0,0.6800540798473039,0.7541784645711684,3493,128
lossguide,0,128,0.005,5,1.0,1.0,0.1,1.0,0.6808493717194211,0.7541690146090596,1953,128
lossguide,0,128,0.01,1,1.0,1.0,0.1,2.0,0.6824399554636552,0.7541544917757246,906,128
lossguide,0,128,0.01,10,1.0,1.0,0.0,1.0,0.6838714808334658,0.7541530116611773,1064,128
